FECHA;DEMANDA_GBA;TEMP_AVG;TIPO_DIA
2025-09-20;119096;17.03;SA
2025-09-21;117482;14.13;D
2025-09-22;132933;15.52;H
2025-09-23;132570;15.11;H
2025-09-24;136681;13.34;H
2025-09-25;139237;13.94;H
2025-09-26;131233;17.28;H
2025-09-27;122621;16.04;SA
2025-09-28;112937;16.85;D
2025-09-29;124397;18.13;H
2025-09-30;124796;19.65;H
2025-10-01;124114;17.31;H
2025-10-02;124634;19.72;H
2025-10-03;126491;20.92;H
2025-10-04;122042;24.1;SA
2025-10-05;109903;19.45;D
2025-10-06;126522;13.49;H
2025-10-07;129206;16.71;H
2025-10-08;125670;20.22;H
2025-10-09;124144;21.89;H
2025-10-10;113458;22.83;F
2025-10-11;113827;22.65;SA
2025-10-12;104991;16.54;D
2025-10-13;122300;19.14;H
2025-10-14;125678;19.94;H
2025-10-15;128737;22.17;H
2025-10-16;133504;22.85;H
2025-10-17;126597;20.31;H
2025-10-18;111873;17.04;SA
2025-10-19;101831;17.48;D
2025-10-20;120102;20.08;H
2025-10-21;127631;22.88;H
2025-10-22;128731;22.55;H
2025-10-23;139549;25.81;H
2025-10-24;131857;21.03;H
2025-10-25;113710;16.12;SA
2025-10-26;104999;17.2;D
2025-10-27;128583;12.86;H
2025-10-28;137130;12.4;H
2025-10-29;136551;14.18;H
2025-10-30;128810;17.13;H
2025-10-31;124255;19.29;H
2025-11-01;115517;21.96;SA
2025-11-02;108245;20.98;D
2025-11-03;130333;22.87;H
2025-11-04;127751;19.62;H
2025-11-05;123209;17.31;H
2025-11-06;123431;15.6;H
2025-11-07;127033;15.35;H
2025-11-08;114763;16.96;SA
2025-11-09;104905;19.47;D
2025-11-10;124245;21.48;H
2025-11-11;131057;22.6;H
2025-11-12;126645;20.92;H
2025-11-13;132214;21.75;H
2025-11-14;141567;24.41;H
2025-11-15;142072;27.17;SA
2025-11-16;114278;20.5;D
2025-11-17;120856;18.2;H
2025-11-18;129751;22.83;H
2025-11-19;128186;20.34;H
2025-11-20;126919;19.53;H
2025-11-21;120252;16.72;SA
2025-11-22;110515;16.59;SA
2025-11-23;100987;19.27;D
2025-11-24;107455;21.1;F
2025-11-25;134373;23.53;H
2025-11-26;153271;25.49;H
2025-11-27;162548;26.32;H
2025-11-28;154290;23.59;H
2025-11-29;115712;17.77;SA
2025-11-30;106506;18.72;D
2025-12-01;124576;20.7;H
2025-12-02;134660;21.94;H
2025-12-03;154500;26.7;H
2025-12-04;176498;28.98;H
2025-12-05;187707;28.97;H
2025-12-06;171276;28.05;SA
2025-12-07;126150;22.37;D
2025-12-08;121432;22.17;F
2025-12-09;139160;22.61;H
2025-12-10;152337;24.21;H
2025-12-11;161670;25.13;H
2025-12-12;171130;27.3;H
2025-12-13;164507;27.23;SA
2025-12-14;126278;22.75;D
2025-12-15;134791;22.1;H
2025-12-16;132734;20.9;H
2025-12-17;145162;24.3;H
2025-12-18;173208;27.87;H
2025-12-19;176136;26;H
2025-12-20;149820;25.26;SA
2025-12-21;146549;25.32;D
2025-12-22;173684;25.72;H
2025-12-23;178964;25.68;H
2025-12-24;176192;28.69;H
2025-12-25;136418;25.35;F
2025-12-26;174079;27.31;H
2025-12-27;180004;29.22;SA
2025-12-28;164026;28.45;D
2025-12-29;196158;28.95;H
2025-12-30;206964;31.43;H
2025-12-31;197792;33.18;H
2026-01-01;143584;25.51;F
2026-01-02;144594;23.63;H
2026-01-03;112341;19.54;SA
2026-01-04;102870;19.57;D
2026-01-05;130250;22.9;H
2026-01-06;151277;26.22;H
2026-01-07;148009;23.97;H
2026-01-08;122649;19.75;H
2026-01-09;125256;21.9;H
2026-01-10;111055;20.31;SA
2026-01-11;116660;24.03;D
2026-01-12;171938;29.12;H
2026-01-13;186916;28.07;H
2026-01-14;194735;28.28;H
2026-01-15;189620;27.91;H
2026-01-16;158528;24.63;H
2026-01-17;160784;28.21;SA
2026-01-18;128861;23.53;D
2026-01-19;127478;20.06;H
2026-01-20;136346;23.37;H
2026-01-21;148820;24.87;H
2026-01-22;157982;25.3;H
2026-01-23;172455;26.61;H
2026-01-24;163004;27.4;SA
2026-01-25;161740;27.96;D
2026-01-26;195273;29.51;H
2026-01-27;188861;26.67;H
2026-01-28;175495;25.47;H
2026-01-29;174871;25.48;H
2026-01-30;173162;26.06;H
2026-01-31;151333;25.22;SA
2026-02-01;146660;25.69;D
2026-02-02;186089;28.46;H
2026-02-03;197708;29.05;H
2026-02-04;158071;24.27;H
2026-02-05;157171;25.37;H
2026-02-06;145592;24.23;H
2026-02-07;139616;25.34;SA
2026-02-08;144226;26.73;D
2026-02-09;171602;27.72;H
2026-02-10;186424;27.9;H
2026-02-11;178411;27.3;H
2026-02-12;160979;24.13;H
2026-02-13;145582;22.66;H
2026-02-14;127440;23.13;SA
2026-02-15;122320;23.94;D
2026-02-16;129857;24.14;F
2026-02-17;136147;24.85;F
2026-02-18;170321;26.08;H
2026-02-19;156752;25.15;H
2026-02-20;147610;23.03;H
